Cheval_clean;Jockey_clean;Cheval;Jockey;Courses;Victoires;Podiums;Taux_victoire;Taux_podium
GIROLATINO;JORGELUISPERALTA;GIRO LATINO;JORGE LUIS PERALTA;1;0;1;0.0;100.0
GIRVIN'SGAMBIT;HFIGUEROA;GIRVIN'S GAMBIT;H FIGUEROA;1;0;0;0.0;0.0
GIRVIN'SGAMBIT;RMARAGH;GIRVIN'S GAMBIT;R MARAGH;1;0;0;0.0;0.0
GIRVINSTAR;JTORREALBA;GIRVIN STAR;J TORREALBA;1;0;1;0.0;100.0
GIRVINSTAR;MNICHOLLS;GIRVIN STAR;M NICHOLLS;1;0;1;0.0;100.0
GIRVINSTAR;YTORRES;GIRVIN STAR;Y TORRES;1;1;1;100.0;100.0
GISSE;MAXIMILIANOHERNANMACHADO;GISSE;MAXIMILIANO HERNAN MACHADO;1;0;0;0.0;0.0
GISSE;RAMONARIELAGUIRRE;GISSE;RAMON ARIEL AGUIRRE;1;0;1;0.0;100.0
GITANAGUAPA;ANGELIRENKVEGACHAMORRO;GITANA GUAPA;ANGEL IRENK VEGA CHAMORRO;2;1;1;50.0;50.0
GITANAGUAPA;CARLOSPAVEZ;GITANA GUAPA;CARLOS  PAVEZ;1;0;1;0.0;100.0
GITANAGUAPA;GUSTAVOVERA;GITANA GUAPA;GUSTAVO VERA;1;0;1;0.0;100.0
GITANAGUAPA;JELYBRAYANBARRILCURIN;GITANA GUAPA;JELY BRAYAN BARRIL CURIN;1;0;0;0.0;0.0
GITANAGUAPA;JOSEELIASVERABENAVIDES;GITANA GUAPA;JOSE ELIAS VERA BENAVIDES;1;0;0;0.0;0.0
GITANAGUAPA;LUISEDUARDOROJASARANGUREN;GITANA GUAPA;LUIS EDUARDO ROJAS ARANGUREN;1;0;0;0.0;0.0
GITANAGUAPA;SEBASTIANGONZALEZ;GITANA GUAPA;SEBASTIAN  GONZALEZ;1;0;1;0.0;100.0
GITANALETAL;ESTEBANEMANUELTORRES;GITANA LETAL;ESTEBAN EMANUEL TORRES;1;0;0;0.0;0.0
GITANO;CDEMURO;GITANO;C.DEMURO;1;0;0;0.0;0.0
GITANO;PBAZIRE;GITANO;P.BAZIRE;1;0;0;0.0;0.0
GITANO;SPASQUIER;GITANO;S.PASQUIER;2;0;0;0.0;0.0
GITOLE;DDAVIS;GITOLE;D DAVIS;1;0;0;0.0;0.0
GIUDICELLA;HJOURNIAC;GIUDICELLA;H.JOURNIAC;1;1;1;100.0;100.0
GIURO;HFIGUEROA;GIURO;H FIGUEROA;1;0;0;0.0;0.0
GIUSEPPEBALLOCCO;ASUBIAS;GIUSEPPE BALLOCCO;A.SUBIAS;2;0;0;0.0;0.0
GIUSEPPEBALLOCCO;DSANTIAGO;GIUSEPPE BALLOCCO;D.SANTIAGO;1;0;0;0.0;0.0
GIUSEPPEBALLOCCO;LGROSSO;GIUSEPPE BALLOCCO;L.GROSSO;3;0;0;0.0;0.0
GIUSEPPEBALLOCCO;MGUYON;GIUSEPPE BALLOCCO;M.GUYON;1;0;0;0.0;0.0
GIUSEPPEBALLOCCO;NONPARTANT;GIUSEPPE BALLOCCO;NON PARTANT;1;0;0;0.0;0.0
GIUSTINO;FRANCISCOLEANDROGONCALVES;GIUSTINO;FRANCISCO LEANDRO GONCALVES;3;0;0;0.0;0.0
GIVEITALL;MARTINMONTOYA;GIVE IT ALL;MARTIN MONTOYA;1;1;1;100.0;100.0
GIVEITTOMEOJ;TOBYMOORE;GIVE IT TO ME OJ;TOBY MOORE;1;0;0;0.0;0.0
GIVEMELIBERTY;HFIGUEROA;GIVE ME LIBERTY;H FIGUEROA;1;0;0;0.0;0.0
GIVEMELOVE;OSCARALEJANDROULLOAPEREZ;GIVE ME LOVE;OSCAR ALEJANDRO ULLOA PEREZ;2;0;0;0.0;0.0
GIVEMEOPTIONS;SCAMACHO;GIVE ME OPTIONS;S CAMACHO;1;0;1;0.0;100.0
GLACIATED;GUYONM;GLACIATED;GUYON M.;1;0;0;0.0;0.0
GLACIATED;TEETANK;GLACIATED;TEETAN K.;2;0;0;0.0;0.0
GLACIERPEAK;FVALLESKAR;GLACIER PEAK;F.VALLE SKAR;2;0;0;0.0;0.0
GLACIERPEAK;HBOUTIN;GLACIER PEAK;H.BOUTIN;2;0;0;0.0;0.0
GLACIERPEAK;NPACHA;GLACIER PEAK;N.PACHA;1;0;0;0.0;0.0
GLACIUS;BILLYLOUGHNANE;GLACIUS;BILLY LOUGHNANE;1;0;1;0.0;100.0
GLADIADORART;CLAUDIOSEBASTIANPOBLETEBRAVO;GLADIADOR ART;CLAUDIO SEBASTIAN POBLETE BRAVO;1;0;0;0.0;0.0
GLADIADORART;RODOLFOANTONIOFUENZALIDAGARCI;GLADIADOR ART;RODOLFO ANTONIO FUENZALIDA GARCI;3;0;1;0.0;33.3
GLADIATORE;GERALDANDRESRODRIGUEZSEPULVED;GLADIATORE;GERALD ANDRES RODRIGUEZ SEPULVED;1;0;0;0.0;0.0
GLADIATORE;GUILLERMOANTONIOPEREZASTUDILL;GLADIATORE;GUILLERMO ANTONIO PEREZ ASTUDILL;2;0;0;0.0;0.0
GLADIATORE;SEBASTIANANDRESMARINQUEZADA;GLADIATORE;SEBASTIAN ANDRES MARIN QUEZADA;1;0;0;0.0;0.0
GLADIATORE;TOMASALEXANDERSEITH;GLADIATORE;TOMAS ALEXANDER SEITH;1;0;0;0.0;0.0
GLADIATORE;WLADIMIREMILIANOQUINTEROSGONZ;GLADIATORE;WLADIMIR EMILIANO QUINTEROS GONZ;1;0;0;0.0;0.0
GLADIATORRIDE;GONZALOLAUTAROMANSILLA;GLADIATOR RIDE;GONZALO LAUTARO MANSILLA;1;0;0;0.0;0.0
GLAMEROUS;WILLIAMCARSON;GLAMEROUS;WILLIAM CARSON;1;0;0;0.0;0.0
GLAMLIGHT;APOUCHIN;GLAM LIGHT;A.POUCHIN;3;0;1;0.0;33.3
GLAMLIGHT;CPACAUT;GLAM LIGHT;C.PACAUT;1;0;0;0.0;0.0
GLAMLIGHT;RMANGIONE;GLAM LIGHT;R.MANGIONE;1;0;0;0.0;0.0
GLAMMETAL;SERGIOANTONIOPILIERO;GLAM METAL;SERGIO ANTONIO PILIERO;1;0;0;0.0;0.0
GLAMORIZE;MICKAELBARZALONA;GLAMORIZE;MICKAEL BARZALONA;1;0;0;0.0;0.0
GLAMOROSAMENTE;PABLODAMIANCARRIZO;GLAMOROSAMENTE;PABLO DAMIAN CARRIZO;1;0;0;0.0;0.0
GLAMOROSAPIBA;DANIELGONZALOALVARADOYULAN;GLAMOROSA PIBA;DANIEL GONZALO ALVARADO YULAN;1;0;0;0.0;0.0
GLAMOROSAPIBA;NICOLASSANTIBANEZ;GLAMOROSA PIBA;NICOLAS SANTIBANEZ;1;0;1;0.0;100.0
GLAMOROSOWIZARD;GONZALODAMIANBORDA;GLAMOROSO WIZARD;GONZALO DAMIAN BORDA;1;0;0;0.0;0.0
GLAMOURDALE;TBACHELOT;GLAMOURDALE;T.BACHELOT;1;0;0;0.0;0.0
GLAMROCK;AXELALVAREZ;GLAMROCK;AXEL ALVAREZ;2;1;1;50.0;50.0
GLANWORTH;CSOUMILLON;GLANWORTH;C.SOUMILLON;1;0;0;0.0;0.0
GLANWORTH;LBOISSEAU;GLANWORTH;L.BOISSEAU;3;0;0;0.0;0.0
GLANWORTH;TBACHELOT;GLANWORTH;T.BACHELOT;4;0;1;0.0;25.0
GLAVIA;DBREUX;GLAVIA;D.BREUX;3;0;0;0.0;0.0
GLAVIA;DSANTIAGO;GLAVIA;D.SANTIAGO;1;0;0;0.0;0.0
GLAVIA;MGERMAIN;GLAVIA;M.GERMAIN;3;0;1;0.0;33.3
GLAVINE;JRVELAZQUEZ;GLAVINE;J R VELAZQUEZ;1;0;0;0.0;0.0
GLENMORE;JGUILLOCHON;GLENMORE;J.GUILLOCHON;3;0;1;0.0;33.3
GLENMORE;JNICOLEAU;GLENMORE;J.NICOLEAU;1;0;1;0.0;100.0
GLENMORE;TPICCONE;GLENMORE;T.PICCONE;1;0;0;0.0;0.0
GLENMORE;WLEVESQUE;GLENMORE;W.LEVESQUE;1;0;0;0.0;0.0
GLENNEVIS;ROWANSCOTT;GLEN NEVIS;ROWAN SCOTT;1;0;0;0.0;0.0
GLENROYAL;DECLANMCDONOGH;GLENROYAL;DECLAN MCDONOGH;1;0;0;0.0;0.0
GLIAMICI;GUILLERMOANTONIOPEREZASTUDILL;GLI AMICI;GUILLERMO ANTONIO PEREZ ASTUDILL;2;0;0;0.0;0.0
GLIAMICI;JUANMANUELSOTOVEGA;GLI AMICI;JUAN MANUEL SOTO VEGA;1;0;0;0.0;0.0
GLIAMICI;NICOLASMOLINA;GLI AMICI;NICOLAS  MOLINA;1;1;1;100.0;100.0
GLIAMICI;SEBASTIANANDRESMARINQUEZADA;GLI AMICI;SEBASTIAN ANDRES MARIN QUEZADA;1;0;0;0.0;0.0
GLIMMEROFHOPE;ALEXISAALLOIS;GLIMMER OF HOPE;ALEXIS A. ALLOIS;1;0;0;0.0;0.0
GLIMMEROFHOPE;THIAGOEVERLARREAFRUTOS;GLIMMER OF HOPE;THIAGO EVER LARREA FRUTOS;1;0;0;0.0;0.0
GLINT;FVILLAPINO;GLINT;F VILLA PINO;1;0;0;0.0;0.0
GLINT;KDAVIS;GLINT;K DAVIS;1;0;0;0.0;0.0
GLINTOFLIGHT;ASHLEYLEWIS;GLINT OF LIGHT;ASHLEY LEWIS;1;0;1;0.0;100.0
GLITTERANDGLORY;KEITHENKENNEDY;GLITTER AND GLORY;KEITHEN KENNEDY;1;0;0;0.0;0.0
GLITTERINGLEGEND;BOWMANH;GLITTERING LEGEND;BOWMAN H.;1;0;0;0.0;0.0
GLITTERINGLEGEND;CHAUCL;GLITTERING LEGEND;CHAU C.L.;2;0;2;0.0;100.0
GLITTERINGLEGEND;CHUNGYL;GLITTERING LEGEND;CHUNG Y.L.;1;0;1;0.0;100.0
GLITTERINGLEGEND;MCMONAGLEDB;GLITTERING LEGEND;MCMONAGLE D.B.;1;0;0;0.0;0.0
GLITTERINGLEGEND;MOREIRAJ;GLITTERING LEGEND;MOREIRA J.;1;0;0;0.0;0.0
GLITTERINGLEGEND;PURTONZ;GLITTERING LEGEND;PURTON Z.;1;0;0;0.0;0.0
GLOBALARMINDA;ROMINAVILLEGASDELVALLE;GLOBAL ARMINDA;ROMINA VILLEGAS DEL VALLE;1;0;0;0.0;0.0
GLOBALASSET;AHAMELIN;GLOBAL ASSET;A.HAMELIN;2;1;1;50.0;50.0
GLOBALAVIATOR;JBRAVO;GLOBAL AVIATOR;J BRAVO;1;0;0;0.0;0.0
GLOBALDELSUR;RODRIGODANIELBASCUNAN;GLOBAL DEL SUR;RODRIGO DANIEL BASCUNAN;1;0;0;0.0;0.0
GLOBALDOMINATIO;EMILIANOFABRIZIOSINIANI;GLOBAL DOMINATIO;EMILIANO FABRIZIO SINIANI;2;0;1;0.0;50.0
GLOBALEFFORT;GRACEMCENTEE;GLOBAL EFFORT;GRACE MCENTEE;2;0;0;0.0;0.0
GLOBALEFFORT;NONPARTANT;GLOBAL EFFORT;NON PARTANT;1;0;0;0.0;0.0
GLOBALGIRL;JESUSROMANAZCONA;GLOBAL GIRL;JESUS ROMAN AZCONA;1;0;0;0.0;0.0
GLOBALHEALTH;BENJAMINMARIE;GLOBAL HEALTH;BENJAMIN MARIE;1;1;1;100.0;100.0
GLOBALHEALTH;BMURZABAYEV;GLOBAL HEALTH;B.MURZABAYEV;2;1;2;50.0;100.0
GLOBALHEALTH;LWOLFF;GLOBAL HEALTH;L.WOLFF;2;0;1;0.0;50.0
GLOBALPANCHA;EDUARDOGABRIELORTEGATORRES;GLOBAL PANCHA;EDUARDO GABRIEL ORTEGA TORRES;1;0;0;0.0;0.0
GLOBALPROSPERITY;EJZAYAS;GLOBAL PROSPERITY;E J ZAYAS;1;0;0;0.0;0.0
GLOBALPROSPERITY;JCASTELLANO;GLOBAL PROSPERITY;J CASTELLANO;1;0;0;0.0;0.0
GLOBALPROSPERITY;JLORTIZ;GLOBAL PROSPERITY;J L ORTIZ;1;0;0;0.0;0.0
GLOBALPROSPERITY;JRUIZ;GLOBAL PROSPERITY;J RUIZ;1;0;0;0.0;0.0
GLOBALSEBI;PABLODAMIANCARRIZO;GLOBAL SEBI;PABLO DAMIAN CARRIZO;2;0;0;0.0;0.0
GLOBALSHADOW;ROLANDOIVANFRIAS;GLOBAL SHADOW;ROLANDO IVAN FRIAS;4;1;1;25.0;25.0
GLOBALSUCCESS;DAVIDEGAN;GLOBAL SUCCESS;DAVID EGAN;1;0;1;0.0;100.0
GLOBALTENAZA;ANIBALJOSECABRERA;GLOBAL TENAZA;ANIBAL JOSE CABRERA;1;0;1;0.0;100.0
GLOBALTRIP;JARRADNOSKE;GLOBAL TRIP;JARRAD NOSKE;1;0;0;0.0;0.0
GLORIASTAR;FERRARISL;GLORIASTAR;FERRARIS L.;1;0;0;0.0;0.0
GLORIETTESAN;GGUEDJ-GAY;GLORIETTE SAN;G.GUEDJ-GAY;2;0;1;0.0;50.0
GLORILEADER;AMADAMET;GLORI LEADER;A.MADAMET;3;0;1;0.0;33.3
GLORILEADER;JMOUTARD;GLORI LEADER;J.MOUTARD;1;0;1;0.0;100.0
GLORILEADER;MGUYON;GLORI LEADER;M.GUYON;4;0;1;0.0;25.0
GLORIO;DBREUX;GLORIO;D.BREUX;1;0;1;0.0;100.0
GLORIO;NBAUDET;GLORIO;N.BAUDET;3;0;0;0.0;0.0
GLORIO;PBAZIRE;GLORIO;P.BAZIRE;1;0;0;0.0;0.0
GLORIOSACAMI;HECTORFABIANLAZO;GLORIOSA CAMI;HECTOR FABIAN LAZO;1;0;0;0.0;0.0
GLORIOSACAMI;LUCCANAHUELORTIZ;GLORIOSA CAMI;LUCCA NAHUEL ORTIZ;2;0;1;0.0;50.0
GLORIOSOAVE;FERNANDOCIROOLIVERA;GLORIOSO AVE;FERNANDO CIRO OLIVERA;2;0;0;0.0;0.0
GLORIOSOFEVER;FEDERICOFABIANPIRIZ;GLORIOSO FEVER;FEDERICO FABIAN PIRIZ;1;1;1;100.0;100.0
GLORIOSOGEM;RODRIGODANIELBASCUNAN;GLORIOSO GEM;RODRIGO DANIEL BASCUNAN;1;0;0;0.0;0.0
GLORIOSOMISTER;JUANCRUZVILLAGRA;GLORIOSO MISTER;JUAN CRUZ VILLAGRA;2;0;1;0.0;50.0
GLORIOSORIM;LAUTAROEMMANUELBALMACEDA;GLORIOSO RIM;LAUTARO EMMANUEL BALMACEDA;2;0;0;0.0;0.0
GLORIOSSISIMA;GONZALODAMIANBORDA;GLORIOSSISIMA;GONZALO DAMIAN BORDA;1;0;0;0.0;0.0
GLORIOUSCROSS;YROUSSET;GLORIOUS CROSS;Y.ROUSSET;3;0;0;0.0;0.0
GLORIOUSDYNASTY;HEWITSONL;GLORIOUS DYNASTY;HEWITSON L.;1;0;0;0.0;0.0
GLORIOUSEXPERT;BENTLEYH;GLORIOUS EXPERT;BENTLEY H.;1;0;0;0.0;0.0
GLORIOUSGAME;OISINMURPHY;GLORIOUS GAME;OISIN MURPHY;2;2;2;100.0;100.0
GLORIOUSJOURNEY;HOCY;GLORIOUS JOURNEY;HO C.Y.;7;0;3;0.0;42.9
GLORIOUSPRIZE;CARLOSALEJANDROORTEGATAPIA;GLORIOUS PRIZE;CARLOS ALEJANDRO ORTEGA TAPIA;1;0;0;0.0;0.0
GLORIOUSRYDER;BADELA;GLORIOUS RYDER;BADEL A.;2;0;0;0.0;0.0
GLORIOUSRYDER;CHUNGYL;GLORIOUS RYDER;CHUNG Y.L.;2;0;0;0.0;0.0
GLORIOUSRYDER;FERRARISL;GLORIOUS RYDER;FERRARIS L.;1;1;1;100.0;100.0
GLORIOUSRYDER;HEWITSONL;GLORIOUS RYDER;HEWITSON L.;1;0;0;0.0;0.0
GLORIOUSRYDER;WONGPN;GLORIOUS RYDER;WONG P.N.;1;0;0;0.0;0.0
GLORIOUSSTPAUL'S;POONMF;GLORIOUS ST PAUL'S;POON M.F.;2;0;0;0.0;0.0
GLORIOUSSUCCESS;CHAUCL;GLORIOUS SUCCESS;CHAU C.L.;3;0;0;0.0;0.0
GLORYB;HEWITSONL;GLORY B;HEWITSON L.;2;0;0;0.0;0.0
GLORYCLOUD;BADELA;GLORY CLOUD;BADEL A.;1;0;0;0.0;0.0
GLORYCLOUD;MOREIRAJ;GLORY CLOUD;MOREIRA J.;1;0;0;0.0;0.0
GLORYDAYS;CCARBONI;GLORY DAYS;C.CARBONI;1;0;0;0.0;0.0
GLORYDAYS;CGROSBOIS;GLORY DAYS;C.GROSBOIS;1;0;0;0.0;0.0
GLORYFIGHTER;BARRYMCHUGH;GLORY FIGHTER;BARRY MCHUGH;1;0;0;0.0;0.0
GLORYGLORY;RMARAGH;GLORY GLORY;R MARAGH;1;1;1;100.0;100.0
GLORYHIGHNESS;HLEBOUC;GLORY HIGHNESS;H.LEBOUC;1;0;1;0.0;100.0
GLORYKING;ACRASTUS;GLORY KING;A.CRASTUS;1;0;0;0.0;0.0
GLORYLAND;JCLAUDIC;GLORY LAND;J.CLAUDIC;1;0;0;0.0;0.0
GLORYLAND;PREMOUE;GLORY LAND;P.REMOUE;1;0;0;0.0;0.0
GLORYOFGOD;ANGELMANUELIBANEZ;GLORY OF GOD;ANGEL MANUEL IBANEZ;1;0;0;0.0;0.0
GLORYOSOTEXANO;WILFREDOANDRESTORRESMALDONADO;GLORYOSO TEXANO;WILFREDO ANDRES TORRES MALDONADO;2;0;0;0.0;0.0
GLORYROBNOR;EMILIANOFABRIZIOSINIANI;GLORY ROBNOR;EMILIANO FABRIZIO SINIANI;1;0;1;0.0;100.0
GLORYTOBE;WAYNELORDAN;GLORY TO BE;WAYNE LORDAN;2;0;0;0.0;0.0
GLORYWOOD;ALELAYMARTIN;GLORY WOOD;A.LE LAY MARTIN;1;0;0;0.0;0.0
GLORYWOOD;ALEMAITRE;GLORY WOOD;A.LEMAITRE;1;0;0;0.0;0.0
GLORYWOOD;DPROVOST;GLORY WOOD;D. PROVOST;1;0;0;0.0;0.0
GLORYWOOD;LPLOMMEE;GLORY WOOD;L.PLOMMEE;2;0;1;0.0;50.0
GLOWINGPRAISES;POONMF;GLOWING PRAISES;POON M.F.;1;0;0;0.0;0.0
GLOWINGPRAISES;PURTONZ;GLOWING PRAISES;PURTON Z.;1;0;1;0.0;100.0
GLOWINGPRAISES;WONGPN;GLOWING PRAISES;WONG P.N.;2;0;1;0.0;50.0
GLOWUP;AGUTIERREZVAL;GLOW UP;A.GUTIERREZ VAL;2;1;1;50.0;50.0
GLOWUP;GGUEDJ-GAY;GLOW UP;G.GUEDJ-GAY;1;0;0;0.0;0.0
GLOWUP;MPROTTI;GLOW UP;M.PROTTI;3;0;0;0.0;0.0
GLYFADA;OISINMURPHY;GLYFADA;OISIN MURPHY;1;0;0;0.0;0.0
GMARISHOT;ARROMALIMOHAMMED;GMAR IS HOT;ARROMALI MOHAMMED;1;0;0;0.0;0.0
GNEISENAU;ADANDAMELIA;GNEISENAU;ADAN DAMELIA;2;0;1;0.0;50.0
GNEISENAU;BRIANRODRIGOENRIQUE;GNEISENAU;BRIAN RODRIGO ENRIQUE;1;0;0;0.0;0.0
GNOCCHI;JACKMITCHELL;GNOCCHI;JACK MITCHELL;1;0;0;0.0;0.0
GOATHLETICO;NATHANCROSSE;GO ATHLETICO;NATHAN CROSSE;1;0;0;0.0;0.0
GOATHLETICO;RONANWHELAN;GO ATHLETICO;RONAN WHELAN;1;0;1;0.0;100.0
GOBERNADORACRAF;CRISTIANMORENO;GOBERNADORA CRAF;CRISTIAN MORENO;1;0;0;0.0;0.0
GOBERNADORACRAF;LUISALBERTOCACERES;GOBERNADORA CRAF;LUIS ALBERTO CACERES;1;0;0;0.0;0.0
GOBIERNO;LEOPOLDOMATEOARMOHA;GOBIERNO;LEOPOLDO MATEO ARMOHA;1;0;0;0.0;0.0
GOBLET;ROBHORNBY;GOBLET;ROB HORNBY;1;0;0;0.0;0.0
GOBLETOFFIRE;SAFFIEOSBORNE;GOBLET OF FIRE;SAFFIE OSBORNE;1;0;1;0.0;100.0
GOCANDYGO;MARTINMONTOYA;GO CANDY GO;MARTIN MONTOYA;1;0;0;0.0;0.0
GOCASSIS;HJOURNIAC;GO CASSIS;H.JOURNIAC;1;0;0;0.0;0.0
GOCASSIS;MVELON;GO CASSIS;M.VELON;1;0;0;0.0;0.0
GOCHROMEGO;FRANCISCOLEANDROGONCALVES;GO CHROME GO;FRANCISCO LEANDRO GONCALVES;3;0;0;0.0;0.0
GOD'SCROSS;JASONWHITING;GOD'S CROSS;JASON WHITING;1;0;1;0.0;100.0
GODESS;LUISJOSEMORANTESVIVAS;GODESS;LUIS JOSE MORANTES VIVAS;1;0;0;0.0;0.0
GODESSA;DSANTIAGO;GODESSA;D.SANTIAGO;2;0;0;0.0;0.0
GODESSA;EHARDOUIN;GODESSA;E.HARDOUIN;2;0;0;0.0;0.0
GODESSA;FVALLESKAR;GODESSA;F.VALLE SKAR;2;0;0;0.0;0.0
GODESSA;MGERMAIN;GODESSA;M.GERMAIN;1;0;0;0.0;0.0
GODESSA;SRUIS;GODESSA;S.RUIS;1;0;0;0.0;0.0
GODGIVENTALENT;WILLIAMBUICK;GOD GIVEN TALENT;WILLIAM BUICK;1;0;0;0.0;0.0
GODHARMA;OHERNANDEZMORENO;GO DHARMA;O HERNANDEZ MORENO;1;0;0;0.0;0.0
GODHASDRIFTED;CHANELCOOPER;GOD HAS DRIFTED;CHANEL COOPER;1;0;0;0.0;0.0
GODOFWAR;DAVIDEGAN;GOD OF WAR;DAVID EGAN;1;0;0;0.0;0.0
GODOFWAR;JACKCALLAN;GOD OF WAR;JACK CALLAN;1;0;0;0.0;0.0
GODSAVETHEQUEEN;ABARON;GOD SAVE THE QUEEN;A.BARON;2;0;2;0.0;100.0
GODSAVETHEQUEEN;APOUCHIN;GOD SAVE THE QUEEN;A.POUCHIN;2;2;2;100.0;100.0
GODSAVETHEQUEEN;CPACAUT;GOD SAVE THE QUEEN;C.PACAUT;1;0;1;0.0;100.0
GODSAVETHEQUEEN;DPROVOST;GOD SAVE THE QUEEN;D.PROVOST;1;0;0;0.0;0.0
GODSPEED;CSOUMILLON;GODSPEED;C.SOUMILLON;1;0;1;0.0;100.0
GODSPEED;JAMESDOYLE;GODSPEED;JAMES DOYLE;1;0;0;0.0;0.0
GODWINSON;GEORGEBASS;GODWINSON;GEORGE BASS;1;0;0;0.0;0.0
GOFASTFAL;JBILOUKHALID;GO FAST FAL;JBILOU KHALID;1;0;0;0.0;0.0
GOFLYING;SIBYLLEVOGT;GO FLYING;SIBYLLE VOGT;1;0;1;0.0;100.0
GOFORGOLD;TYLERHEARD;GO FOR GOLD;TYLER HEARD;1;0;0;0.0;0.0
GOFORIT;LGROSSO;GO FOR IT;L.GROSSO;4;0;0;0.0;0.0
GOFORIT;PCHEYER;GO FOR IT;P.CHEYER;2;0;0;0.0;0.0
GOGIRLGO;BAUYRZHANMURZABAYEV;GO GIRL GO;BAUYRZHAN MURZABAYEV;1;0;0;0.0;0.0
GOGIRLGO;RENEPIECHULEK;GO GIRL GO;RENE PIECHULEK;1;0;0;0.0;0.0
GOGOBLITZ;DBREUX;GO GO BLITZ;D.BREUX;1;0;1;0.0;100.0
GOGODUBREUIL;PREMOUE;GOGO DU BREUIL;P.REMOUE;2;0;0;0.0;0.0
GOGOGO;BENTLEYH;GO GO GO;BENTLEY H.;1;0;0;0.0;0.0
GOGOGO;TEETANK;GO GO GO;TEETAN K.;2;0;1;0.0;50.0
GOGRACEGO;PMORAN;GO GRACE GO;P MORAN;1;1;1;100.0;100.0
GOGREY;MJSANCHEZ;GO GREY;M J SANCHEZ;1;0;0;0.0;0.0
GOGUENSPAISE;FVERON;GOGUEN SPAISE;F.VERON;1;0;0;0.0;0.0
GOGUENSPAISE;LROUSSEL;GOGUEN SPAISE;L.ROUSSEL;2;0;1;0.0;50.0
GOGUENSPAISE;PCBOUDOT;GOGUEN SPAISE;PC.BOUDOT;2;0;0;0.0;0.0
GOINGTOWIN;WILSONROSARIOMOREYRA;GOING TO WIN;WILSON ROSARIO MOREYRA;1;0;0;0.0;0.0
GOJOHNNYGOGOGO;MWALDHAUSER;GO JOHNNY GO GO GO;M.WALDHAUSER;6;1;2;16.7;33.3
GOJOHNNYGOGOGO;TPICCONE;GO JOHNNY GO GO GO;T.PICCONE;2;0;0;0.0;0.0
GOJUSTDOIT;DYLANBROWNEMCMONAGLE;GO JUST DO IT;DYLAN BROWNE MCMONAGLE;1;0;0;0.0;0.0
GOKENGO;AHAMELIN;GO KEN GO;A.HAMELIN;1;0;0;0.0;0.0
GOKENGO;CDEMURO;GO KEN GO;C.DEMURO;1;0;1;0.0;100.0
GOKENGO;HJOURNIAC;GO KEN GO;H.JOURNIAC;4;0;1;0.0;25.0
GOKENGO;MGERMAIN;GO KEN GO;M.GERMAIN;1;0;1;0.0;100.0
GOKENGO;MVELON;GO KEN GO;M.VELON;1;0;0;0.0;0.0
GOKENGO;TBACHELOT;GO KEN GO;T.BACHELOT;1;0;0;0.0;0.0
GOKITA;CLECOEUVRE;GOKITA;C.LECOEUVRE;1;0;0;0.0;0.0
GOKITA;MGRANDIN;GOKITA;M.GRANDIN;2;0;0;0.0;0.0
GOKOWIN;AVDULLAB;GOKO WIN;AVDULLA B.;1;0;0;0.0;0.0
GOKU;JCLAUDIC;GOKU;J.CLAUDIC;1;0;0;0.0;0.0
GOLCELESTE;HECTORFABIANLAZO;GOL CELESTE;HECTOR FABIAN LAZO;1;0;1;0.0;100.0
GOLDANDCASH;GSANCHEZ;GOLD AND CASH;G.SANCHEZ;3;0;1;0.0;33.3
GOLDANDCASH;MBARZALONA;GOLD AND CASH;M.BARZALONA;1;0;0;0.0;0.0
GOLDANDCASH;MFAVRIAUX;GOLD AND CASH;M.FAVRIAUX;2;0;0;0.0;0.0
GOLDANDDREAM;CLECOEUVRE;GOLD AND DREAM;C.LECOEUVRE;1;0;0;0.0;0.0
GOLDANDDREAM;MGRANDIN;GOLD AND DREAM;M.GRANDIN;1;0;0;0.0;0.0
GOLDANDDREAM;RTHOMAS;GOLD AND DREAM;R.THOMAS;1;0;0;0.0;0.0
GOLDCROSS;JOSELUIZDASILVA;GOLDCROSS;JOSE LUIZ DA SILVA;1;0;0;0.0;0.0
GOLDCROSS;LUISALBERTOCACERES;GOLDCROSS;LUIS ALBERTO CACERES;1;0;0;0.0;0.0
GOLDDIGGER;SAFFIEOSBORNE;GOLD DIGGER;SAFFIE OSBORNE;2;0;0;0.0;0.0
GOLDENACE;BROWNE;GOLDEN ACE;BROWN E.;1;0;1;0.0;100.0
GOLDENALQA;WLEVESQUE;GOLDEN ALQA;W.LEVESQUE;1;0;0;0.0;0.0
GOLDENAMBITION;JTORREALBA;GOLDEN AMBITION;J TORREALBA;1;0;1;0.0;100.0
GOLDENATHALIAH;JLEZCANO;GOLDEN ATHALIAH;J LEZCANO;1;0;0;0.0;0.0
GOLDENBEACH;CDEMURO;GOLDEN BEACH;C.DEMURO;1;0;1;0.0;100.0
GOLDENBEACH;EPUILLET-RODA;GOLDEN BEACH;E.PUILLET-RODA;1;0;1;0.0;100.0
GOLDENBEACH;JCLAUDIC;GOLDEN BEACH;J.CLAUDIC;2;0;0;0.0;0.0
GOLDENBEACH;TGAFFALIONE;GOLDEN BEACH;T GAFFALIONE;2;0;1;0.0;50.0
GOLDENBLUSH;DBREUX;GOLDEN BLUSH;D.BREUX;2;0;1;0.0;50.0
GOLDENBLUSH;MGERMAIN;GOLDEN BLUSH;M.GERMAIN;1;0;1;0.0;100.0
